em1,em2,em3,Modifiability,Maintainability,SQC,repository,version
0.7142857142857143,0.0,1.0,0.41463207787145456,0.41463207787145456,0.41463207787145456,Users,v0.1
0.7142857142857143,0.0,1.0,0.41463207787145456,0.41463207787145456,0.41463207787145456,Users,v0.2
0.7142857142857143,0.0,1.0,0.41463207787145456,0.41463207787145456,0.41463207787145456,Users,v0.3
0.7142857142857143,0.0,1.0,0.41463207787145456,0.41463207787145456,0.41463207787145456,Users,v0.3.0
0.75,0.0,1.0,0.42174999999999996,0.42174999999999996,0.42174999999999996,Users,v0.3.1
0.7777777777777778,0.0,1.0,0.4274390982538324,0.4274390982538324,0.4274390982538324,Users,v0.3.2
0.7777777777777778,0.0,1.0,0.4274390982538324,0.4274390982538324,0.4274390982538324,Users,v1.0.0
0.6363636363636364,0.0,1.0,0.399923434820977,0.399923434820977,0.399923434820977,Users,v1.0.1
0.6363636363636364,0.0,1.0,0.399923434820977,0.399923434820977,0.399923434820977,Users,v1.0.2
0.75,0.0,0.75,0.3578667419585117,0.3578667419585117,0.3578667419585117,Sectors,v0.1.0
0.7777777777777778,0.0,0.7777777777777778,0.3711210657347529,0.3711210657347529,0.3711210657347529,Sectors,v0.1.1
0.75,0.0,0.75,0.3578667419585117,0.3578667419585117,0.3578667419585117,Sectors,v1.0
0.75,0.0,0.75,0.3578667419585117,0.3578667419585117,0.3578667419585117,Sectors,v1.0.0
0.75,0.0,1.0,0.42174999999999996,0.42174999999999996,0.42174999999999996,Sectors,v1.0.1
0.75,0.0,1.0,0.42174999999999996,0.42174999999999996,0.42174999999999996,Sectors,v1.1.0
0.6666666666666666,0.0,1.0,0.4055043334471833,0.4055043334471833,0.4055043334471833,Sectors,v1.1.1
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.1
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.10.0
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.10.1
0.6495726495726496,0.0,0.9658119658119658,0.3927106103836845,0.3927106103836845,0.3927106103836845,Frontend,v0.10.2
0.6470588235294118,0.0,0.9831932773109243,0.3971234035499026,0.3971234035499026,0.3971234035499026,Frontend,v0.11.0
0.6470588235294118,0.0,0.9831932773109243,0.3971234035499026,0.3971234035499026,0.3971234035499026,Frontend,v0.11.1
0.6470588235294118,0.0,0.9831932773109243,0.3971234035499026,0.3971234035499026,0.3971234035499026,Frontend,v0.12.0
0.65,0.0,0.9833333333333333,0.3977092312788885,0.3977092312788885,0.3977092312788885,Frontend,v0.13.0
0.65,0.0,0.9833333333333333,0.3977092312788885,0.3977092312788885,0.3977092312788885,Frontend,v0.14.0
0.6611570247933884,0.0,0.9752066115702479,0.3975248670968713,0.3975248670968713,0.3975248670968713,Frontend,v0.14.1
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.2
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.3
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.4
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.5
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.6
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.7
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.8
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.9
0.6666666666666666,0.0,0.9710144927536232,0.3974041504176398,0.3974041504176398,0.3974041504176398,Frontend,v0.9.0
0.6611570247933884,0.0,0.9752066115702479,0.3975248670968713,0.3975248670968713,0.3975248670968713,Frontend,v1.0.0
0.6694214876033058,0.0,0.9752066115702479,0.3990962913608953,0.3990962913608953,0.3990962913608953,Frontend,v1.1.0
0.6694214876033058,0.0,0.9752066115702479,0.3990962913608953,0.3990962913608953,0.3990962913608953,Frontend,v1.2.0
0.6666666666666666,0.0,0.9761904761904762,0.39884508967211263,0.39884508967211263,0.39884508967211263,Frontend,v1.3.0
0.6666666666666666,0.0,0.9761904761904762,0.39884508967211263,0.39884508967211263,0.39884508967211263,Frontend,v1.3.1
0.6666666666666666,0.0,0.9761904761904762,0.39884508967211263,0.39884508967211263,0.39884508967211263,Frontend,v1.3.2
0.6692913385826772,0.0,0.9763779527559056,0.39939735546397287,0.39939735546397287,0.39939735546397287,Frontend,v1.3.3
0.6666666666666666,0.0,0.9767441860465116,0.3989993811306725,0.3989993811306725,0.3989993811306725,Frontend,v1.4.0
0.6666666666666666,0.0,0.9767441860465116,0.3989993811306725,0.3989993811306725,0.3989993811306725,Frontend,v1.4.1
0.6666666666666666,0.0,0.9767441860465116,0.3989993811306725,0.3989993811306725,0.3989993811306725,Frontend,v1.4.2
0.6666666666666666,0.0,0.9767441860465116,0.3989993811306725,0.3989993811306725,0.3989993811306725,Frontend,v1.4.3
0.6615384615384615,0.0,0.9769230769230769,0.3980765015976958,0.3980765015976958,0.3980765015976958,Frontend,v1.5.0
0.6641221374045801,0.0,0.9923664122137404,0.4028857373228177,0.4028857373228177,0.4028857373228177,Frontend,v1.5.1
0.6616541353383458,0.005864661654135338,0.9924812030075187,0.4024602930439879,0.4024602930439879,0.4024602930439879,Frontend,v1.6.0
0.6594202898550725,0.0056521739130434775,0.9927536231884058,0.40211892283026396,0.40211892283026396,0.40211892283026396,Frontend,v1.7.0
0.6594202898550725,0.0056521739130434775,0.9927536231884058,0.40211892283026396,0.40211892283026396,0.40211892283026396,Frontend,v1.7.1
0.6594202898550725,0.0056521739130434775,0.9927536231884058,0.40211892283026396,0.40211892283026396,0.40211892283026396,Frontend,v1.7.2
0.6594202898550725,0.0056521739130434775,0.9927536231884058,0.40211892283026396,0.40211892283026396,0.40211892283026396,Frontend,v1.8.0
0.6527777777777778,0.006076388888888887,0.9930555555555556,0.4009690737811186,0.4009690737811186,0.4009690737811186,Frontend,v1.9.0
0.6527777777777778,0.006076388888888887,0.9930555555555556,0.4009690737811186,0.4009690737811186,0.4009690737811186,Frontend,v1.9.1
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Demands,v0.1
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Demands,v0.2
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Demands,v0.3
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Demands,v0.4
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Demands,v0.4.0
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Demands,v0.5.0
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Demands,v0.5.1
0.7,0.0,1.0,0.4118491864748551,0.4118491864748551,0.4118491864748551,Demands,v0.5.2
0.7,0.0,1.0,0.4118491864748551,0.4118491864748551,0.4118491864748551,Demands,v0.6.0
0.7,0.0,1.0,0.4118491864748551,0.4118491864748551,0.4118491864748551,Demands,v0.7.0
0.7,0.0,1.0,0.4118491864748551,0.4118491864748551,0.4118491864748551,Demands,v0.8.0
0.7,0.0,1.0,0.4118491864748551,0.4118491864748551,0.4118491864748551,Demands,v0.9.0
0.7,0.0,1.0,0.4118491864748551,0.4118491864748551,0.4118491864748551,Demands,v1.0.0
0.7,0.0,1.0,0.4118491864748551,0.4118491864748551,0.4118491864748551,Demands,v1.1.0
0.7058823529411765,0.0,0.9705882352941176,0.4049237779100593,0.4049237779100593,0.4049237779100593,Demands,v1.2.0
0.6842105263157895,0.0,0.9473684210526315,0.3942892503784359,0.3942892503784359,0.3942892503784359,Demands,v1.3.0
0.6842105263157895,0.0,0.9473684210526315,0.3942892503784359,0.3942892503784359,0.3942892503784359,Demands,v1.4.0
0.6842105263157895,0.0,0.9473684210526315,0.3942892503784359,0.3942892503784359,0.3942892503784359,Demands,v1.4.1
0.75,0.0,1.0,0.42174999999999996,0.42174999999999996,0.42174999999999996,Clients,V1.0.0
0.75,0.0,1.0,0.42174999999999996,0.42174999999999996,0.42174999999999996,Clients,V1.0.1
0.7142857142857143,0.0,0.9285714285714286,0.39526938915124704,0.39526938915124704,0.39526938915124704,Clients,V1.1.0
0.7142857142857143,0.0,0.9285714285714286,0.39526938915124704,0.39526938915124704,0.39526938915124704,Clients,V1.1.1
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Clients,v0.1
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Clients,v0.2
0.75,0.0,1.0,0.42174999999999996,0.42174999999999996,0.42174999999999996,Clients,v0.3
0.75,0.0,1.0,0.42174999999999996,0.42174999999999996,0.42174999999999996,Clients,v0.3.0
0.6,0.0,1.0,0.39347263386416087,0.39347263386416087,0.39347263386416087,Clients,v0.3.1
0.7142857142857143,0.0,0.9285714285714286,0.39526938915124704,0.39526938915124704,0.39526938915124704,Clients,v0.3.2
